14
10
8
17
18
9
2
11
10
10
16
14
13
13
4
13
17
8
16
15
9
13
3
14
16
18
8
16
8
3
2
3
18
13
2
1
15
3
2
5
1
16
12
19
19
18
4
6
20
19
16
1
18
10
17
8
11
9
11
19
19
15
7
15
2
13
6
15
17
3
17
11
20
8
11
6
12
1
19
20
8
11
15
10
6
17
15
11
15
2
2
13
16
16
17
3
7
16
19
5
4
11
18
13
10
8
7
15
14
4
1
20
10
17
14
14
18
20
10
11
2
12
18
5
18
2
4
20
17
12
15
1
3
1
11
14
18
4
18
18
15
8
11
11
1
5
5
1
6
14
3
20
19
5
17
4
1
13
18
7
19
17
17
13
14
14
2
4
8
19
9
7
19
10
12
8
10
18
15
11
4
16
6
6
3
9
12
12
16
6
11
20
10
4
9
16
12
17
8
2
9
15
19
18
19
15
11
7
12
8
6
14
13
5
6
17
17
16
3
12
8
12
10
3
9
12
5
9
12
20
7
9
1
8
14
15
18
6
4
19
19
3
15
20
12
12
7
2
15
4
15
11
11
19
5
7
5
12
19
15
1
19
19
16
2
9
3
13
9
14
1
12
15
12
15
1
12
1
5
15
7
18
14
14
20
10
6
1
18
9
9
12
19
3
1
20
10
20
3
11
20
7
13
9
4
15
7
15
8
12
11
15
5
4
5
3
12
20
14
16
1
19
19
17
1
16
12
18
15
18
14
7
14
10
5
16
4
13
10
2
4
8
4
10
14
15
18
20
10
18
4
16
20
18
19
14
6
9
5
15
7
20
15
4
4
8
8
16
20
16
11
11
20
10
20
1
13
9
1
6
8
7
11
17
2
8
6
16
12
12
19
7
2
4
5
7
7
13
18
18
7
5
4
11
9
3
2
1
3
13
12
8
16
18
10
6
13
15
8
7
10
13
2
1
14
13
2
17
7
13
14
1
7
7
11
10
20
10
11
19
9
2
1
18
19
1
6
12
18
1
5
10
18
2
4
13
18
