movie_id,year,rev_minus_cost
Naqoyqatsi,2002,-2986692.0
Ghost Ship,2002,33349884.0
Jackass: The Movie,2002,59282312.0
All The Queen's Men,2001,-14977000.0
Frida,2002,44298474.0
I Spy,2002,-36438863.0
The Santa Clause 2,2002,107855065.0
The Weight of Water,2000,-15890870.0
Femme Fatale,2002,-18161090.0
8 Mile,2002,174000000.0
Far from Heaven,2002,15527914.0
Harry Potter and the Chamber of Secrets,2002,776688482.0
Men with Brooms,2002,-3254130.0
Die Another Day,2002,291971116.0
Friday After Next,2002,13526835.0
The Quiet American,2002,-2325876.0
Hable con ella,2002,41716081.0
Extreme Ops,2002,-29040525.0
Solaris,2002,-16997242.0
Treasure Planet,2002,-30421885.0
Analyze That,2002,-4996865.0
Empire,2002,14591272.0
Adaptation.,2002,13801173.0
Equilibrium,2002,-14640355.0
Drumline,2002,37588485.0
Maid in Manhattan,2002,99906693.0
Star Trek: Nemesis,2002,7312826.0
About Schmidt,2002,75834556.0
The Lord of the Rings: The Two Towers,2002,847287400.0
25th Hour,2002,-1939157.0
Antwone Fisher,2002,10867586.0
Gangs of New York,2002,93772504.0
Two Weeks Notice,2002,33354918.0
Narc,2002,6133747.0
Running Time,1997,-128404.0
Catch Me If You Can,2002,300114312.0
Pinocchio,2002,1323171.0
Chicago,2002,261776732.0
The Hours,2002,16597830.0
The Pianist,2002,85072577.0
Confessions of a Dangerous Mind,2002,3013805.0
Just Married,2003,83564935.0
A Guy Thing,2003,-2567837.0
Cidade de Deus,2002,27341770.0
Biker Boyz,2003,-489399.0
Final Destination 2,2003,64426405.0
May,2002,-349723.0
How to Lose a Guy in 10 Days,2003,127371441.0
Shanghai Knights,2003,38323487.0
Daredevil,2003,101179718.0
The Jungle Book 2,2003,115680000.0
Dark Blue,2002,-5762530.0
Gods and Generals,2003,-43076064.0
The Life of David Gale,2003,-11044402.0
Old School,2003,63055349.0
Cradle 2 the Grave,2003,31489558.0
Bringing Down the House,2003,112675402.0
Tears of the Sun,2003,15632458.0
Bend It Like Beckham,2002,73078482.0
The Hunted,2003,-20765992.0
リング,1998,7490429.0
リング 2,1999,12686644.0
Boat Trip,2002,-11413624.0
Dreamcatcher,2003,7715436.0
Basic,2003,-7207439.0
The Core,2003,14208267.0
Raising Victor Vargas,2002,2016116.0
A Man Apart,2003,8350926.0
Phone Booth,2002,84837138.0
Levity,2003,-7290849.0
Anger Management,2003,120745823.0
Ghosts of the Abyss,2003,4040871.0
House of 1000 Corpses,2003,9829545.0
A Mighty Wind,2003,12750246.0
Le peuple migrateur,2001,-15649317.0
The Other Side of Heaven,2001,-2279629.0
Identity,2003,60259536.0
Dom durakov,2002,-2442138.0
The Lizzie McGuire Movie,2003,38534455.0
X2,2003,297711549.0
Blue Car,2002,-536000.0
Daddy Day Care,2003,104433867.0
The Matrix Reloaded,2003,588599701.0
Down with Love,2003,-14701793.0
L'Auberge espagnole,2002,-1402201.0
Bruce Almighty,2003,404572835.0
Finding Nemo,2003,846335536.0
The Italian Job,2003,116070171.0
Wrong Turn,2003,16050575.0
2 Fast 2 Furious,2003,160350661.0
Whale Rider,2003,33400000.0
Dumb and Dumberer: When Harry Met Lloyd,2003,20267515.0
From Justin to Kelly,2003,-7077834.0
Hollywood Homicide,2003,-23857341.0
Alex & Emma,2003,-14631103.0
28 Days Later,2002,77719885.0
Charlie's Angels: Full Throttle,2003,139175788.0
Hulk,2003,108360480.0
Legally Blonde 2: Red White & Blonde,2003,79914842.0
Sinbad: Legend of the Seven Seas,2003,-33711680.0
Terminator 3: Rise of the Machines,2003,235000000.0
Swimming Pool,2003,14641323.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,515011224.0
The League of Extraordinary Gentlemen,2003,101265204.0
Bad Boys II,2003,143339556.0
Johnny English,2003,120583018.0
Lara Croft Tomb Raider: The Cradle of Life,2003,61505388.0
Seabiscuit,2003,61336445.0
Spy Kids 3-D: Game Over,2003,159011982.0
Los lunes al sol,2002,-3853598.0
American Wedding,2003,176449203.0
Gigli,2003,-46733791.0
Freaky Friday,2003,84230332.0
S.W.A.T.,2003,36643346.0
Freddy vs. Jason,2003,84908830.0
Open Range,2003,46296293.0
Uptown Girls,2003,17095657.0
Agent Cody Banks,2003,30795814.0
Marci X,2003,-18324294.0
Jeepers Creepers 2,2003,46102666.0
The Order,2003,-23439194.0
Party Monster,2003,-4257102.0
Cabin Fever,2003,29053394.0
Matchstick Men,2003,3565672.0
Once Upon a Time in Mexico,2003,69185582.0
Lost in Translation,2003,115723856.0
The Fighting Temptations,2003,15238577.0
Underworld,2003,73708457.0
Duplex,2003,-20677865.0
The Rundown,2003,-4083508.0
Under the Tuscan Sun,2003,40878723.0
Mambo Italiano,2003,-1330097.0
Les triplettes de Belleville,2003,-6522324.0
लगान,2001,2900000.0
Avalon,2001,826094.0
Out of Time,2003,5495563.0
School of Rock,2003,96282949.0
The Station Agent,2003,8179814.0
Wonderland,2003,-2533556.0
Mystic River,2003,131822020.0
House of the Dead,2003,6818181.0
Intolerable Cruelty,2003,59940815.0
Kill Bill: Vol. 1,2003,150949000.0
Runaway Jury,2003,20154140.0
The Texas Chainsaw Massacre,2003,97571655.0
Sylvia,2003,3000000.0
Veronica Guerin,2003,-15430082.0
In the Cut,2003,-11999977.0
Radio,2003,20277485.0
Scary Movie 3,2003,172673217.0
Elephant,2003,7012022.0
Shattered Glass,2003,-3055248.0
The Matrix Revolutions,2003,274988211.0
Elf,2003,141398518.0
Love Actually,2003,204931766.0
Looney Tunes: Back in Action,2003,-11485156.0
Master and Commander: The Far Side of the World,2003,62011111.0
Tupac: Resurrection,2003,7508524.0
Gothika,2003,101591324.0
21 Grams,2003,40427839.0
Les Invasions barbares,2003,-4567658.0
Bad Santa,2003,53488889.0
The Haunted Mansion,2003,92290266.0
Timeline,2003,-36064237.0
バトル・ロワイアル,2000,20500000.0
英雄,2002,146394432.0
Honey,2003,44646763.0
The Last Samurai,2003,316758981.0
Big Fish,2003,52919055.0
Something's Gotta Give,2003,186728738.0
Stuck on You,2003,-21171682.0
The Lord of the Rings: The Return of the King,2003,1024888979.0
Calendar Girls,2003,86542059.0
House of Sand and Fog,2003,442795.0
Monster,2003,52378584.0
Cheaper by the Dozen,2003,150212113.0
Cold Mountain,2003,94013509.0
Paycheck,2003,36269812.0
Peter Pan,2003,21975011.0
The Company,2003,-12718415.0
Chasing Liberty,2004,-22999988.0
Along Came Polly,2004,129963386.0
Torque,2004,6546197.0
The Butterfly Effect,2004,83060858.0
Win a Date with Tad Hamilton!,2004,-19902.0
The Big Bounce,2004,-43191450.0
Latter Days,2003,-30061.0
Barbershop 2:  Back in Business,2004,47070412.0
Catch That Kid,2004,-1297136.0
Miracle,2004,36445708.0
The Dreamers,2003,121165.0
Thirteen,2003,2601043.0
50 First Dates,2004,121482882.0
Welcome to Mooseport,2004,-16000000.0
Against the Ropes,2004,-32385720.0
Confessions of a Teenage Drama Queen,2004,14331068.0
EuroTrip,2004,-4203153.0
The Passion of the Christ,2004,581899420.0
Club Dread,2004,-3498345.0
Dirty Dancing: Havana Nights,2004,2685016.0
Twisted,2004,-24805000.0
Good bye Lenin!,2003,74584880.0
Hidalgo,2004,8103450.0
Starsky & Hutch,2004,110268750.0
Agent Cody Banks 2: Destination London,2004,2818995.0
The Girl Next Door,2004,5411183.0
Secret Window,2004,52913171.0
Spartan,2004,-11137288.0
The Wind in the Willows,1996,-11.0
Dawn of the Dead,2004,74356381.0
Eternal Sunshine of the Spotless Mind,2004,52258126.0
Taking Lives,2004,20470529.0
Intermission,2003,-143702.0
Jersey Girl,2004,1098382.0
Never Die Alone,2004,2923000.0
Dogville,2003,6680836.0
Hellboy,2004,33318987.0
Home on the Range,2004,-6048539.0
Walking Tall,2004,1223890.0
Johnson Family Vacation,2004,19179516.0
The Alamo,2004,-119180039.0
Ella Enchanted,2004,-3611233.0
The Whole Ten Yards,2004,-13844219.0
Connie and Carla,2004,-8658984.0
Kill Bill: Vol. 2,2004,122159461.0
The Punisher,2004,21700105.0
Young Adam,2003,-3900000.0
13 Going on 30,2004,59455697.0
Man on Fire,2004,60293714.0
Godsend,2004,5114487.0
Laws of Attraction,2004,2016165.0
Mean Girls,2004,112042871.0
Mickey,2004,-5706207.0
Van Helsing,2004,140257475.0
The Mudge Boy,2003,-737148.0
Troy,2004,322409852.0
D-Tox,2002,-48583698.0
Forever Fever,1998,-500000.0
Ken Park,2002,-852259.0
Space Truckers,1996,-23385734.0
Dahmer,2002,-105992.0
Shrek 2,2004,769838758.0
The Day After Tomorrow,2004,419272402.0
Raising Helen,2004,-281389.0
Soul Plane,2004,-1177654.0
The Mother,2003,-1437747.0
Harry Potter and the Prisoner of Azkaban,2004,659804554.0
Mindhunters,2004,-5851171.0
The Chronicles of Riddick,2004,10772733.0
Garfield,2004,150804534.0
The Stepford Wives,2004,12000000.0
Napoleon Dynamite,2004,45718097.0
Super Size Me,2004,28510078.0
Around the World in 80 Days,2004,-37821105.0
DodgeBall: A True Underdog Story,2004,147722310.0
The Terminal,2004,159417255.0
White Chicks,2004,76086475.0
The Notebook,2004,86603229.0
Deux frères,2004,-12327950.0
Taxi 3,2003,50997208.0
Fahrenheit 9/11,2004,113114517.0
Spider-Man 2,2004,583766341.0
Before Sunset,2004,13292615.0
King Arthur,2004,83567857.0
Anchorman: The Legend of Ron Burgundy,2004,64574188.0
A Cinderella Story,2004,51067909.0
I Robot,2004,227234916.0
The Bourne Supremacy,2004,213500217.0
Catwoman,2004,-17897621.0
A Home at the End of the World,2004,-4951045.0
The Manchurian Candidate,2004,16105964.0
Thunderbirds,2004,-28716363.0
The Village,2004,196697520.0
Garden State,2004,24281723.0
Collateral,2004,152764291.0
Little Black Book,2004,-12965168.0
Harold & Kumar Go to White Castle,2004,14936908.0
The Princess Diaries 2: Royal Engagement,2004,55149435.0
AVP: Alien vs. Predator,2004,101183863.0
Yu-Gi-Oh! The Movie,2004,9170410.0
We Don't Live Here Anymore,2004,-962455.0
Without a Paddle,2004,50631118.0
Exorcist: The Beginning,2004,-1999414.0
Anacondas: The Hunt for the Blood Orchid,2004,50992898.0
Suspect Zero,2004,-14000000.0
Vanity Fair,2004,-6876149.0
The Cookout,2004,-15999988.0
Paparazzi,2004,-3394237.0
Wicker Park,2004,-16998743.0
Cellular,2004,31422687.0
Resident Evil: Apocalypse,2004,84394835.0
Mr. 3000,2004,-8199698.0
Sky Captain and the World of Tomorrow,2004,-12041304.0
Wimbledon,2004,10512007.0
The Forgotten,2004,75575636.0
A Dirty Shame,2004,-13085834.0
Shaun of the Dead,2004,26039392.0
Shark Tale,2004,292275019.0
Ladder 49,2004,14541707.0
Raise Your Voice,2004,-132486.0
Taxi,2004,11609966.0
Primer,2004,417760.0
Shall We Dance?,2004,120128460.0
Team America: World Police,2004,18907422.0
Friday Night Lights,2004,31255921.0
Tarnation,2003,1161796.0
Surviving Christmas,2004,-30206376.0
The Grudge,2004,173474602.0
Alfie,2004,-46604061.0
Sideways,2004,93502303.0
The Machinist,2004,3203235.0
Saw,2004,102711669.0
Ray,2004,84731534.0
The Incredibles,2004,539442092.0
The Polar Express,2004,140875730.0
Seed of Chucky,2004,12829644.0
After the Sunset,2004,1347797.0
Bridget Jones: The Edge of Reason,2004,-9796980.0
Finding Neverland,2004,91766556.0
Veer-Zaara,2004,22385320.0
National Treasure,2004,247451894.0
La mala educación,2004,35266982.0
The SpongeBob SquarePants Movie,2004,110161792.0
Alexander,2004,12298192.0
Closer,2004,88505027.0
Ocean's Twelve,2004,252744280.0
Blade: Trinity,2004,63905366.0
Stateside,2004,-15825682.0
Beowulf,1999,-18468749.0
A Place Called Chiapas,1998,-662000.0
दिल से,1998,7800000.0
Kuch Kuch Hota Hai,1998,13776000.0
2046,2004,7271312.0
特務迷城,2001,-21847446.0
Dil Chahta Hai,2001,2020000.0
복수는 나의 것,2002,-2045063.0
A Sound of Thunder,2005,-74010360.0
Lemony Snicket's A Series of Unfortunate Events,2004,69073645.0
Country of My Skull,2004,-11836464.0
Tasogare Seibei,2002,2338987.0
Foolproof,2003,-7795291.0
올드보이,2003,11980005.0
The Jacket,2005,-7873775.0
Mar adentro,2004,25729221.0
Spanglish,2004,-24958633.0
The Interpreter,2005,82944923.0
Open Water,2004,54537954.0
Layer Cake,2004,5350214.0
Flight of the Phoenix,2004,-23990820.0
Mean Creek,2004,103943.0
The Ring Two,2005,111451538.0
The Visual Bible: The Gospel of John,2003,-5930910.0
Бумер,2003,900000.0
She Hate Me,2004,-7634866.0
Born into Brothels,2004,3165061.0
Riding Giants,2004,566000.0
A Scanner Darkly,2006,-1040082.0
キャシャーン,2004,-4469784.0
Million Dollar Baby,2004,186763646.0
Hotel Rwanda,2004,20500000.0
Charlie and the Chocolate Factory,2005,324968763.0
The Life Aquatic with Steve Zissou,2004,-15191597.0
The Aviator,2004,-14000000.0
The Phantom of the Opera,2004,84648887.0
Meet the Fockers,2004,436642939.0
White Noise,2005,81196419.0
アップルシード,2004,-8538011.0
Elektra,2005,13681566.0
Racing Stripes,2005,63772522.0
Coach Carter,2005,46669806.0
Der Untergang,2004,73841160.0
Assault on Precinct 13,2005,5294470.0
Are We There Yet?,2005,65918663.0
Alone in the Dark,2005,-9557192.0
Hide and Seek,2005,97644820.0
Boogeyman,2005,47192859.0
The Wedding Date,2005,32175038.0
ハウルの動く城,2004,210710455.0
Assisted Living,2005,-459.0
Hitch,2005,298100420.0
Inside Deep Throat,2005,-1346379.0
Constantine,2005,130884728.0
Because of Winn-Dixie,2005,18645546.0
Ночной дозор,2004,27800000.0
功夫,2004,80914445.0
Cursed,2005,-15705099.0
The Pacifier,2005,57006880.0
Be Cool,2005,42226116.0
Hostage,2005,25944725.0
Robots,2005,185696994.0
Ice Princess,2005,2645491.0
Guess Who,2005,33915888.0
Woman Thou Art Loosed,2004,3804016.0
The Ballad of Jack and Rose,2005,-787706.0
Sin City,2005,118733820.0
Beauty Shop,2005,11351350.0
Sahara,2005,-10730514.0
Fever Pitch,2005,20451307.0
The Hitchhiker's Guide to the Galaxy,2005,54478416.0
The Amityville Horror,2005,89047131.0
Napola – Elite für den Führer,2004,-735781.0
A Lot Like Love,2005,12886719.0
xXx: State of the Union,2005,11073932.0
Kingdom of Heaven,2005,81643158.0
House of Wax,2005,28766121.0
Crash,2004,91910061.0
Unleashed,2005,5871113.0
Star Wars: Episode III - Revenge of the Sith,2005,737000000.0
Kicking & Screaming,2005,11070433.0
Monster-in-Law,2005,111749918.0
9 Songs,2004,574623.0
Madagascar,2005,457680671.0
Dominion: Prequel to the Exorcist,2005,-29748505.0
The Longest Yard,2005,108320568.0
Most Wanted,1997,-13161782.0
Cinderella Man,2005,20539911.0
The Sisterhood of the Traveling Pants,2005,14053061.0
Lords of Dogtown,2005,-11588043.0
Mr. & Mrs. Smith,2005,368207520.0
The Adventures of Sharkboy and Lavagirl,2005,19425966.0
It's All Gone Pete Tong,2004,-1879380.0
Batman Begins,2005,224218673.0
Herbie Fully Loaded,2005,16002004.0
Land of the Dead,2005,31770602.0
Bewitched,2005,46426169.0
War of the Worlds,2005,459739379.0
La Marche de l'empereur,2005,119392239.0
Rebound,2005,-28190986.0
Dark Water,2005,-4526907.0
Fantastic Four,2005,230579719.0
Murderball,2005,1450211.0
Wedding Crashers,2005,245176741.0
Les Poupées Russes,2005,10727301.0
Hustle & Flow,2005,15563727.0
The Island,2005,36949164.0
Bad News Bears,2005,4252847.0
Sky High,2005,51369815.0
Stealth,2005,-58067057.0
Must Love Dogs,2005,28405313.0
Serenity,2005,-130536.0
Broken Flowers,2005,35742101.0
The Heart is Deceitful Above All Things,2004,102103.0
Man-Thing,2005,-7357000.0
The Dukes of Hazzard,2005,60803676.0
Deuce Bigalow: European Gigolo,2005,400154.0
The Skeleton Key,2005,48974818.0
Four Brothers,2005,47374674.0
The Great Raid,2005,-69833498.0
The 40 Year Old Virgin,2005,83449237.0
Red Eye,2005,31891803.0
Valiant,2005,-15521894.0
The Brothers Grimm,2005,17316267.0
The Cave,2005,-14992009.0
Undiscovered,2005,-7953834.0
The Constant Gardener,2005,57466670.0
Transporter 2,2005,53167639.0
Just Like Heaven,2005,44854431.0
Proof,2005,-12464669.0
Lord of War,2005,-17872105.0
Cry_Wolf,2005,9047674.0
Everything is Illuminated,2005,-4302070.0
Doom,2005,-4012679.0
Domino,2005,-27055498.0
Waiting...,2005,15637690.0
Æon Flux,2005,-9695999.0
An Unfinished Life,2005,-11381716.0
The Exorcism of Emily Rose,2005,125216468.0
Flightplan,2005,168387299.0
Corpse Bride,2005,77195061.0
A History of Violence,2005,28740827.0
Oliver Twist,2005,-7906294.0
The Greatest Game Ever Played,2005,-9568823.0
Capote,2005,42084830.0
Into the Blue,2005,-5565561.0
Mirrormask,2005,-3133001.0
The Curse of the Were-Rabbit,2005,162452832.0
Kiss Kiss Bang Bang,2005,785148.0
Goal!: The Dream Begins,2005,-2389127.0
The Squid and the Whale,2005,9598131.0
Two for the Money,2005,-4473491.0
Brokeback Mountain,2005,164043761.0
Elizabethtown,2005,-4965111.0
North Country,2005,-9775758.0
Good Night and Good Luck.,2005,47600000.0
The Proposition,2005,3048693.0
The Fog,2005,28201432.0
Shopgirl,2005,1303682.0
Stay,2005,-41657868.0
The Legend of Zorro,2005,67400065.0
The Weather Man,2005,-7517225.0
Saw II,2005,148925093.0
L'Empire des loups,2005,-12124134.0
Manderlay,2005,-13525082.0
Jarhead,2005,24889998.0
Chicken Little,2005,164432665.0
Joyeux Noël,2005,-4290845.0
Get Rich or Die Tryin',2005,6442528.0
Syriana,2005,44000000.0
Derailed,2005,35479076.0
Pride & Prejudice,2005,93147947.0
Wolf Creek,2005,26762648.0
Harry Potter and the Goblet of Fire,2005,745921036.0
Walk the Line,2005,158438883.0
Rent,2005,-8329380.0
Zathura: A Space Adventure,2005,-678499.0
Bee Season,2005,-7143011.0
Yours Mine & Ours,2005,27028752.0
Match Point,2005,70306374.0
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,2005,568806957.0
King Kong,2005,343000000.0
Memoirs of a Geisha,2005,77242962.0
Down,2001,-14836831.0
The Matador,2005,7297244.0
Mozart and the Whale,2005,-11915033.0
The Three Burials of Melquiades Estrada,2005,-2963851.0
Munich,2005,60358911.0
The Producers,2005,-6941665.0
Transamerica,2005,12350369.0
Rumor Has It...,2005,18933562.0
Cheaper by the Dozen 2,2005,69181830.0
Fun with Dick and Jane,2005,102026112.0
Keeping Mum,2005,18395702.0
The New World,2005,536013.0
Banlieue 13,2004,-2415869.0
BloodRayne,2005,-22594580.0
Hostel,2005,75778934.0
Tristan & Isolde,2006,-3000000.0
Last Holiday,2006,-6600039.0
Hoodwinked!,2005,36053787.0
Underworld: Evolution,2006,61340801.0
千里走单骑,2005,-3747675.0
Bandidas,2006,-24503683.0
Annapolis,2006,-8503008.0
Big Momma's House 2,2006,98259062.0
Nanny McPhee,2005,97489822.0
Final Destination 3,2006,92719158.0
Dave Chappelle's Block Party,2005,8718595.0
Curious George,2006,19834815.0
Firewall,2006,37800000.0
When a Stranger Calls,2006,51966987.0
Tamara,2005,-4543129.0
Freedomland,2006,-23009372.0
Winter Passing,2006,-3386217.0
Eight Below,2006,80455994.0
Date Movie,2006,28548426.0
Running Scared,2006,-7500000.0
Madea's Family Reunion,2006,51231524.0
Ultraviolet,2006,1070211.0
Just My Luck,2006,10159905.0
Pulse,2006,-8092315.0
16 Blocks,2006,10664721.0
Failure to Launch,2006,78406887.0
Ice Age: The Meltdown,2006,580940780.0
V for Vendetta,2006,78511035.0
She's the Man,2006,13889159.0
Thank You for Smoking,2005,18293509.0
Find Me Guilty,2006,-10363363.0
Inside Man,2006,139376254.0
Tsotsi,2005,6879971.0
Aquamarine,2006,11006849.0
Laitakaupungin valot,2006,235018.0
The Hills Have Eyes,2006,54623713.0
The Shaggy Dog,2006,11112916.0
Das Leben der Anderen,2006,68000000.0
Take the Lead,2006,4742066.0
Lucky Number Slevin,2006,29308881.0
Volver,2006,72682540.0
Akeelah and the Bee,2006,10948425.0
Stay Alive,2006,18105095.0
Basic Instinct 2,2006,-31370522.0
Brick,2005,3444254.0
ATL,2006,1170563.0
Renaissance,2006,-16168652.0
Friends with Money,2006,6868437.0
Scary Movie 4,2006,133262620.0
Hard Candy,2005,6072209.0
The Sentinel,2006,17920346.0
The Wild,2006,-42615954.0
Silent Hill,2006,47607453.0
Batalla en el cielo,2005,-1348265.0
American Dreamz,2006,-9685973.0
ต้มยำกุ้ง,2005,21165581.0
Mission: Impossible III,2006,247850012.0
RV,2006,37528173.0
United 93,2006,61286096.0
Down in the Valley,2005,-7147128.0
Over the Hedge,2006,263397247.0
Poseidon,2006,21674817.0
The Da Vinci Code,2006,642820459.0
X-Men: The Last Stand,2006,249359555.0
The Break-Up,2006,152999686.0
Twelve and Holding,2005,-304313.0
Cars,2006,341983149.0
The Lost City,2005,-5213764.0
Standing Still,2005,-1687238.0
The Omen,2006,94188334.0
Nacho Libre,2006,48197993.0
The Lake House,2006,74830111.0
Click,2006,155181299.0
The Devil Wears Prada,2006,291551094.0
Pirates of the Caribbean: Dead Man's Chest,2006,865659812.0
You Me and Dupree,2006,76431368.0
Clerks II,2006,21888376.0
Lady in the Water,2006,-32714831.0
Marie Antoinette,2006,20474340.0
Who Killed the Electric Car?,2006,678874.0
An Inconvenient Truth,2006,45243000.0
The Fast and the Furious: Tokyo Drift,2006,73468292.0
Superman Returns,2006,121081192.0
Little Miss Sunshine,2006,92523181.0
Babel,2006,110330182.0
Little Man,2006,37595121.0
Monster House,2006,65175006.0
Snakes on a Plane,2006,29022014.0
Scoop,2006,27584901.0
Talladega Nights: The Ballad of Ricky Bobby,2006,90466177.0
Night at the Museum,2006,464480841.0
World Trade Center,2006,99945894.0
Stranger Than Fiction,2006,23653224.0
Miami Vice,2006,28794509.0
The Pursuit of Happyness,2006,252077295.0
John Tucker Must Die,2006,23009669.0
The Ant Bully,2006,5181129.0
Mrs Palfrey at The Claremont,2005,970953.0
Crank,2006,30931041.0
Black Gold,2011,-34554000.0
Chaos,2005,-19989711.0
Barnyard,2006,21779000.0
Step Up,2006,102194847.0
Zoom,2006,-22493812.0
Bon Cop Bad Cop,2006,4671300.0
Half Nelson,2006,4211725.0
Tideland,2005,-11433389.0
Accepted,2006,15505009.0
The Illusionist,2006,46915017.0
The Queen,2006,108384128.0
Beerfest,2006,1679969.0
The Wicker Man,2006,-1244927.0
Crossover,2006,1200000.0
The Quiet,2005,-518580.0
The Wind That Shakes the Barley,2006,16389018.0
The Covenant,2006,17597471.0
Sherrybaby,2006,-1377194.0
Idiocracy,2006,-29504697.0
The Fountain,2006,-19695110.0
La science des rêves,2006,3524340.0
Tau man ji D,2005,5547000.0
The Black Dahlia,2006,-888798.0
Gridiron Gang,2006,11480851.0
Apocalypto,2006,80175290.0
Flyboys,2006,-42200000.0
Jackass Number Two,2006,61778712.0
All the King's Men,2006,-45549103.0
Conversations with Other Women,2006,523525.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,243572744.0
El laberinto del fauno,2006,64258226.0
The Guardian,2006,-14988268.0
Open Season,2006,112309027.0
School for Scoundrels,2006,-2192431.0
The Departed,2006,199847354.0
Employee of the Month,2006,26368909.0
Stormbreaker,2006,-16062130.0
Running with Scissors,2006,-5245102.0
The Grudge 2,2006,19143839.0
Man of the Year,2006,21237648.0
The Marine,2006,2165608.0
Infamous,2006,-11848670.0
One Night with the King,2006,-6608826.0
Little Children,2006,-11178342.0
Facing the Giants,2006,10078331.0
The Last King of Scotland,2006,42027970.0
Shortbus,2006,3179037.0
Children of Men,2006,-6040249.0
The Prestige,2006,69676311.0
Flags of Our Fathers,2006,-24099751.0
Flicka,2006,6000000.0
9 рота,2005,14500000.0
Saw III,2006,153876815.0
Death of a President,2006,-1833000.0
Flushed Away,2006,-84540684.0
Perfume: The Story of a Murderer,2006,82180323.0
The Santa Clause 3: The Escape Clause,2006,72500122.0
A Good Year,2006,7064105.0
The Return,2006,-3007986.0
For Your Consideration,2006,-6457975.0
Casino Royale,2006,449045960.0
Happy Feet,2006,284335608.0
Let's Go to Prison,2006,630045.0
Déjà Vu,2006,105557550.0
The Holiday,2006,109168700.0
Snow Cake,2006,-10618335.0
Harsh Times,2005,3967038.0
Tenacious D in The Pick of Destiny,2006,-8594405.0
Blood Diamond,2006,70877916.0
Charlotte's Web,2006,59000000.0
Eragon,2006,149288105.0
Rocky Balboa,2006,131721132.0
Fur: An Imaginary Portrait of Diane Arbus,2006,-14518911.0
Another Gay Movie,2006,245327.0
We Are Marshall,2006,-21454636.0
The Good Shepherd,2006,-25091435.0
Dreamgirls,2006,84937680.0
Freedom Writers,2007,20170784.0
The History Boys,2006,9401952.0
Notes on a Scandal,2006,34469904.0
DOA: Dead or Alive,2006,-20519686.0
The Good German,2006,-26085092.0
Letters from Iwo Jima,2006,49673228.0
Black Christmas,2006,12510851.0
Happily N'Ever After,2006,-8914222.0
Code Name: The Cleaner,2007,-9662523.0
Stomp the Yard,2007,62511123.0
Miss Potter,2006,5078241.0
Arthur et les Minimoys,2006,21944236.0
The Hitcher,2007,15399945.0
Bridge to Terabithia,2007,77587063.0
Waitress,2007,20179430.0
Catch and Release,2006,-8841513.0
Smokin' Aces,2006,40103895.0
Epic Movie,2007,66865564.0
The Messengers,2007,-14890340.0
Hannibal Rising,2007,32169884.0
Norbit,2007,35673607.0
Ratatouille,2007,473722818.0
Paris je t'aime,2006,-8142633.0
The Astronaut Farmer,2006,-1869111.0
It's a Boy Girl Thing,2006,-8114566.0
Indigènes,2006,8463701.0
Unknown,2006,-361772.0
Trailer Park Boys: The Movie,2006,-1166493.0
Ghost Rider,2007,118738393.0
Daddy's Little Girls,2007,21609243.0
Music and Lyrics,2007,105896422.0
The Number 23,2007,47566815.0
Reno 911!: Miami,2007,10342161.0
Black Snake Moan,2006,-4096154.0
Kidulthood,2006,-829000.0
Hot Fuzz,2007,68573774.0
Next,2007,6066841.0
Romanzo criminale,2005,4032826.0
Zodiac,2007,19785914.0
Zyzzyx Road,2006,-1999970.0
300,2006,357610419.0
Starter for 10,2006,13.0
괴물,2006,77489643.0
Becoming Jane,2007,20811672.0
The Namesake,2006,8138836.0
I Think I Love My Wife,2007,2196245.0
Premonition,2007,64146832.0
Dead Silence,2007,2217407.0
Reign Over Me,2007,2222308.0
Shooter,2007,34696996.0
TMNT,2007,61608995.0
Zwartboek,2006,5193068.0
The Lookout,2007,-10632970.0
The Reaping,2007,22771059.0
Meet the Robinsons,2007,19332978.0
Seraphim Falls,2006,-16803693.0
Sunshine,2007,-17982197.0
The Hoax,2006,-13227539.0
Goya's Ghosts,2006,-40551918.0
Perfect Stranger,2007,12295611.0
Disturbia,2007,97760134.0
Pathfinder,2007,-14177139.0
Slow Burn,2005,-14262385.0
The Contract,2006,-19450800.0
Vacancy,2007,16300645.0
In the Land of Women,2007,7500000.0
Mr. Bean's Holiday,2007,204736344.0
The Invisible,2007,-3189887.0
Spider-Man 3,2007,632871626.0
ゲド戦記,2006,46000000.0
Maurice Richard,2005,-5980991.0
Дневной дозор,2006,34662717.0
This Is England,2006,5796544.0
Knocked Up,2007,189076518.0
Hairspray,2007,40450008.0
28 Weeks Later,2007,49238440.0
Shrek the Third,2007,638958165.0
Once,2007,20550513.0
Pirates of the Caribbean: At World's End,2007,661000000.0
Bug,2006,4059140.0
Mr. Brooks,2007,21637263.0
Gracie,2007,-6044961.0
88 Minutes,2007,-13069116.0
Ocean's Thirteen,2007,226312624.0
Ten Canoes,2006,-1700000.0
Alone With Her,2006,-989982.0
Hostel: Part II,2007,25419521.0
Surf's Up,2007,64044513.0
4: Rise of the Silver Surfer,2007,159047763.0
Fido,2006,-7573776.0
