0	3
1	3
2	0
3	0
4	3
5	0
6	0
7	0
8	3
9	0
10	0
11	0
12	0
13	0
14	0
15	3
16	3
17	0
18	3
19	0
20	0
21	3
22	0
23	3
24	0
25	3
26	0
27	0
28	3
29	0
30	3
31	3
32	3
33	0
34	0
35	0
36	0
37	0
38	3
39	0
40	3
41	3
42	0
43	0
44	0
45	3
46	0
47	3
48	0
49	3
50	3
51	0
52	3
53	0
54	0
55	3
56	0
57	3
58	3
59	0
60	3
61	0
62	3
63	3
64	0
65	3
66	0
67	3
68	3
69	0
70	3
71	0
72	0
73	3
74	0
75	3
76	3
77	0
78	3
79	0
80	3
81	0
82	0
83	3
84	3
85	0
86	0
87	3
88	0
89	0
90	0
91	3
92	0
93	3
94	0
95	3
96	3
97	3
98	3
99	3
